"#","ML #","St","Current Price","List Price","Sale Price","Address","Zip Code","Owner Zip Code","Beds Total","Baths Total","Sq Ft Total","Type","Assessed Value","Basement Description","Additional Exterior Features","Additional Interior Features","Additional Rooms","Additional Structures","Attic Description","Change Date","Chng Info","City","City Village Tax","Close Date","Closed Date Received","Chng Type","Contract Date","DOM","Driveway Description","Expiration Date","Floor Description","Garage Description","Heating Fuel Description","Furnished YN","List Date","Listing Type","Lot Dimensions Depth","Lot Dimensions Frontage","Lot Information"
"501","B473853","S","$82,500","$87,900","$82,500","88 Larch RD","14226","14226","3","1.0","900","RES","$65,100","Crawl Space","Partially Fenced Yard","Circuit Breakers - Some, Natural Woodwork - some","1st Floor Bedroom, Laundry-1st Floor, Living Room, Porch - Open","Shed","Crawl Space","","NEW","Amherst","$0","07/27/2015","08/03/2015","","05/25/2015","21","Blacktop","","Ceramic-Some, Hardwood-Some, Laminate-Some, Wall To Wall Carpet-Some","Detached","Gas","","05/04/2015","Exclusive Right To Sell","150","50","Near Bus Line, Neighborhood Street"
"501","B463196","S","$81,000","$89,800","$81,000","115 Meadow Lea DR","14226","","3","1.1","1,176","RES","$90,100","Crawl Space","Cable TV Available, Garage Door Opener, Partially Fenced Yard","Circuit Breakers - Some, Sump Pump","1st Floor Master Bedroom, Den/Study, Foyer/Entry Hall, Laundry-1st Floor, Living Room, Possible Additional Bedroom","","Crawl Space","","NEW","Amherst","$0","01/13/2015","02/04/2015","","11/02/2014","16","Concrete","","Hardwood-Some, Linoleum/Vinyl, Tile-Some","Attached","Gas","","10/17/2014","Exclusive Right To Sell","141","57","Near Bus Line, Neighborhood Street"
"501","B486817","S","$80,000","$80,000","$80,000","99 Kenmore AVE","14226","14226","2","2.0","1,132","RES","$82,600","Partially Finished","Cable TV Available, Garage Door Opener","Circuit Breakers - Some","Basement / Rec Room","","Partial","","NEW","Amherst","$0","12/18/2015","01/05/2016","","10/09/2015","0","Blacktop","","Laminate-Some","Detached","Gas","","10/09/2015","Exclusive Right To Sell","109","40","Near Bus Line"
"501","B480173","S","$78,500","$82,500","$78,500","868 Sweet Home RD","14226","14226","3","1.0","1,375","RES","$80,800","Full","Cable TV Available, Garage Door Opener, Partially Fenced Yard","Copper Plumbing - Some, Electrical Fuses - some, Security System - Leased, Sump Pump","1st Floor Bedroom, Foyer/Entry Hall, Laundry-Basement, Living Room, Porch - Open","","Crawl Space","","NEW","Amherst","$0","10/15/2015","10/21/2015","","07/20/2015","6","Concrete","","Hardwood-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some","Detached","Gas","","07/14/2015","Exclusive Right To Sell","120","40","Primary Road"
"501","B464712","S","$75,260","$73,500","$75,260","435 Maynard DR","14226","14226","2","1.0","744","RES","$75,200","Full","Garage Door Opener, Other - See Remarks, Partially Fenced Yard, Storage","Circuit Breakers - Some","1st Floor Bedroom, Laundry-Basement, Other - See Remarks","","Crawl Space","","NEW","Amherst","$0","03/20/2015","03/25/2015","","11/25/2014","12","Concrete","","Hardwood-Some, Linoleum/Vinyl","Detached","Gas","","11/13/2014","Exclusive Right To Sell","110","43","Near Bus Line, Neighborhood Street, Other - See Remarks"
"501","B472957","S","$74,450","$78,000","$74,450","656 Longmeadow RD","14226","14226","2","1.0","866","RES","$71,600","Crawl Space","Fully Fenced Yard, Garage Door Opener, High Speed Internet","Ceiling Fan, Circuit Breakers - Some","1st Floor Bedroom, Foyer/Entry Hall, Possible Additional Bedroom","Shed","Unfinished","","NEW","Amherst","$0","07/29/2015","08/03/2015","","05/03/2015","11","Blacktop","","Hardwood-Some, Linoleum/Vinyl","Detached","Gas","","04/22/2015","Exclusive Right To Sell","180","50","Near Bus Line, Neighborhood Street"
"501","B471828","S","$71,500","$74,500","$71,500","239 Woodcrest DR","14226","14226","2","1.0","913","RES","$89,700","Full","Fully Fenced Yard, Garage Door Opener, Patio","Circuit Breakers - Some, Copper Plumbing - Some, Sump Pump","1st Floor Bedroom, Family Room, Laundry-Basement","","Crawl Space","","NEW","Amherst","$0","06/30/2015","07/01/2015","","04/16/2015","3","Concrete","","Hardwood-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some","Attached","Gas","","04/13/2015","Exclusive Right To Sell","148","54","Neighborhood Street"
"501","B479860","S","$71,000","$71,000","$71,000","67 Mapleview DR","14226","14226","2","1.0","1,284","RES","$96,100","Crawl Space","Other - See Remarks","Other - See Remarks","Other - See Remarks","","None","","NEW","Amherst","$0","08/21/2015","08/26/2015","","07/10/2015","0","Other - See Remarks","","Other - See Remarks","Detached","Other - See Remarks","","07/10/2015","Exclusive Right To Sell","141","57","Other - See Remarks"
"501","B482844","S","$64,000","$69,900","$64,000","55 Elm RD","14226","14226","3","1.0","863","RES","$72,700","Crawl Space","Cable TV Available, Deck, High Speed Internet, Partially Fenced Yard, Thermal Windows - Some","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some","1st Floor Bedroom, Laundry-1st Floor, Living Room","","Crawl Space","","NEW","Amherst","$0","10/14/2015","10/26/2015","","08/28/2015","14","Blacktop","","Hardwood-Some, Laminate-Some","Detached","Gas","","08/14/2015","Exclusive Right To Sell","171","58","Neighborhood Street"
"501","B480608","S","$61,800","$65,000","$61,800","626 Longmeadow RD","14226","40245","2","1.0","636","RES","$62,100","Full","High Speed Internet","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Sump Pump","1st Floor Bedroom, Laundry-Basement","Shed","Scuttle Access","","NEW","Amherst","$0","10/15/2015","10/15/2015","","07/20/2015","2","Blacktop","","Linoleum/Vinyl, Tile-Some, Wall To Wall Carpet-Some","No Garage","Gas","","07/18/2015","Exclusive Right To Sell","200","50","Near Bus Line, Neighborhood Street"
"501","B487783","S","$46,000","$45,450","$46,000","364 Callodine AVE","14226","","2","1.0","900","RES","$87,100","Full","Other - See Remarks","Other - See Remarks","Living Room","","Crawl Space","","NEW","Amherst","$0","11/12/2015","11/18/2015","","11/02/2015","11","Concrete","","Hardwood-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some","Attached","Gas","","10/22/2015","Exclusive Right To Sell","112","51","Neighborhood Street"
"501","B483869","S","$38,900","$39,900","$38,900","123 Buckeye RD","14226","","2","1.0","862","RES","$70,800","Full","Other - See Remarks","Other - See Remarks","1st Floor Bedroom, Living Room","","Crawl Space","","NEW","Amherst","$0","10/29/2015","10/30/2015","","09/01/2015","5","Concrete","","Hardwood-Some, Linoleum/Vinyl","Attached","Gas","","08/27/2015","Exclusive Right To Sell","150","50","Neighborhood Street"
"501","B470954","S","$96,000","$99,900","$96,000","4591 Back River RD","14813","14813","3","2.0","1,670","RES","$59,500","Finished, Full","Cable TV Available, High Speed Internet, Lawn Sprinkler System, Thermal Windows - Some","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Pex Plumbing- Some, Water Softener - Owned","Laundry-1st Floor","","None","","NEW","Amity","$0","07/02/2015","07/02/2015","","04/28/2015","29","Stone/Gravel","","Hardwood-Some, Linoleum/Vinyl","Attached","Gas","","03/30/2015","Exclusive Right To Sell","200","100","Neighborhood Street"
"501","B467856","S","$175,000","$180,000","$175,000","37 Lincoln AVE","14006","14006","3","3.1","2,336","RES","$173,000","Finished, Full","Deck, Garage Door Opener","Cathedral Ceiling, Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some","1st Floor Master Bedroom, Basement / Rec Room","","Crawl Space","","NEW","Evans","$1,070","04/22/2015","05/19/2015","","02/28/2015","27","Concrete","","Ceramic-Some, Hardwood-Some, Wall To Wall Carpet-Some","Attached","Gas","","02/01/2015","Exclusive Right To Sell","147","111","Neighborhood Street"
"501","B471850","S","$124,500","$129,900","$124,500","18 Sunset BLVD","14006","14006","3","1.0","1,120","RES","$78,000","Finished","Deck, Garage Door Opener","Ceiling Fan, Circuit Breakers - Some, Drapes - Some, Natural Woodwork - some, Sliding Glass Door, Sump Pump","Basement / Rec Room","","Crawl Space","","NEW","Evans","$550","07/10/2015","08/12/2015","","05/03/2015","20","Concrete","","Hardwood-Some, Laminate-Some, Tile-Some, Wall To Wall Carpet-Some","Attached","Gas","","04/13/2015","Exclusive Right To Sell","131","77","Neighborhood Street"
"501","B481963","S","$108,000","$114,900","$108,000","28 Lake ST","14006","14006","3","2.0","2,264","RES","$90,000","Partial","Awning, Deck, Partially Fenced Yard, Pool-Above Ground","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Drapes - Some, Sliding Glass Door","1st Floor Bedroom, Family Room, Foyer/Entry Hall, In-Law - see Remarks, Laundry-1st Floor, Living Room, Porch - Open, Porch - Screened","","Stair Access","","NEW","Evans","$690","12/15/2015","12/21/2015","","08/19/2015","16","Blacktop","","Hardwood-Some, Laminate-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some","Detached","Gas","","08/03/2015","Exclusive Right To Sell","209","69","Corner Lot"
"501","B474516","S","$106,000","$99,900","$106,000","305 N Main ST","14006","30188","3","1.0","1,460","RES","$69,000","Full","Deck","Circuit Breakers - Some","1st Floor Bedroom, Family Room, Laundry-Basement, Living Room, Porch - Open","","Crawl Space","","NEW","Evans","$498","08/06/2015","08/06/2015","","05/17/2015","5","Dirt, Stone/Gravel","","Linoleum/Vinyl, Wall To Wall Carpet-Some","Attached","Gas","","05/12/2015","Exclusive Right To Sell","348","53","Other - See Remarks"
"501","B475604","S","$99,900","$99,000","$99,900","10 Henry DR","14006","14006","3","1.0","1,516","RES","$91,900","Partial","Private Yard - see Remarks","Circuit Breakers - Some, Copper Plumbing - Some","1st Floor Bedroom, 1st Floor Master Bedroom","","Crawl Space","","NEW","Evans","$675","09/15/2015","09/28/2015","","06/18/2015","27","Blacktop","","Ceramic-Some, Hardwood-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some","","Gas","","05/22/2015","Exclusive Right To Sell","149","55","Neighborhood Street"
"501","B484510","S","$74,000","$79,900","$74,000","24 Lorain ST","14006","14075","3","1.0","1,614","RES","$84,000","Full","Cable TV Available, Garage Door Opener","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Sliding Glass Door","Foyer/Entry Hall, Laundry-Basement, Living Room, Porch - Open, Workshop","","Crawl Space, Scuttle Access","","NEW","Evans","$655","11/12/2015","11/17/2015","","09/15/2015","7","Blacktop","","Ceramic-Some, Hardwood-Some, Wall To Wall Carpet-Some","Detached","Gas","","09/08/2015","Exclusive Right To Sell","165","50","Neighborhood Street"
"501","B481147","S","$68,900","$68,900","$68,900","42 Friend ST","14006","32404","2","2.0","1,534","RES","$55,000","Full","Other - See Remarks","Circuit Breakers - Some","Living Room","","Partial","","NEW","Evans","$485","07/30/2015","08/20/2015","","07/24/2015","0","Stone/Gravel","","Linoleum/Vinyl, Tile-Some, Wall To Wall Carpet-Some","No Garage","Gas","","07/24/2015","Exclusive Right To Sell","180","20","Corner Lot"
"501","B471111","S","$212,000","$220,000","$212,000","933 Geer RD","14009","14009","3","2.2","1,917","RES","$180,000","Full, Partially Finished","Awning, Cable TV Available, Deck, Garage Door Opener, Pool-Above Ground, Private Yard - see Remarks, Propane Tank - Leased, Thermal Windows - Some","Circuit Breakers - Some, Copper Plumbing - Some","Foyer/Entry Hall","Barn / Outbuilding","Crawl Space","","NEW","Arcade","$0","08/24/2015","08/25/2015","","04/13/2015","11","Blacktop","","Ceramic-Some, Hardwood-Some, Laminate-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some","2nd Garage, Attached","Gas","","04/02/2015","Exclusive Right To Sell","1,283","277","Agricultural District, Horses Permitted, Rural Road"
"501","B477199","S","$165,222","$160,000","$165,222","6938 Stinson RD","14009","","3","2.0","1,440","RES","$148,000","Finished, Full","Deck","Cathedral Ceiling, Circuit Breakers - Some, Other - See Remarks","Other - See Remarks, Porch - Open","Shed","None","","NEW","Arcade","$0","09/14/2015","09/18/2015","","06/24/2015","15","Parking Area, Stone/Gravel","","Laminate-Some, Tile-Some, Wall To Wall Carpet-Some","","Electric","","06/09/2015","Exclusive Right To Sell","1,080","598","Agricultural District, Rural Road, Wooded Lot"
"501","B461706","S","$120,000","$132,500","$120,000","7473 Hiram, Lot 60","14009","14009","2","1.0","2,000","RES","$0","Crawl Space, Partial","Deck, Dock- see Remarks, Garage Door Opener, Thermal Windows - Some","Cedar Closets, Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Drapes - Some, Natural Woodwork - some, Sliding Glass Door","1st Floor Bedroom, Florida/Sun Room- Heated, Laundry-1st Floor, Living Room","Shed","Crawl Space, Pull Down Stairs","","NEW","Arcade","$0","02/12/2015","02/13/2015","","10/04/2014","11","Stone/Gravel","","Linoleum/Vinyl, Wall To Wall Carpet-Some","Detached","Electric","","09/23/2014","Exclusive Right To Sell","135","217","Private Road, Water View"
"501","B476773","S","$35,000","$37,000","$35,000","45 Southview Drive+","14009","","3","2.0","2,720","RES","$1","None","Deck","Circuit Breakers - Some, Skylight","Laundry-1st Floor, Master Bedroom Bath, Porch - Open","Shed","None","","NEW","Arcade","","08/26/2015","08/31/2015","","06/29/2015","24","Concrete","","Laminate-Some, Linoleum/Vinyl","Carport","Electric","","06/05/2015","Exclusive Right To Sell","1","1","Other - See Remarks"
"501","B468026","S","$27,500","$30,000","$27,500","144 Skyview","14009","14009","3","2.0","1,144","RES","$0","None","Deck","Cathedral Ceiling, Circuit Breakers - Some, Drapes - Some, Sliding Glass Door","1st Floor Master Bedroom, Foyer/Entry Hall, Laundry-1st Floor","Shed","None","","NEW","Arcade","$1","04/24/2015","05/19/2015","","02/08/2015","5","Blacktop","","Linoleum/Vinyl, Wall To Wall Carpet-Some","Carport","Electric","","02/03/2015","Exclusive Right To Sell","60","100","Cul De Sac"
"501","B476081","S","$21,000","$19,900","$21,000","33 Southview DR","14009","","3","2.0","1,064","RES","$0","None","Cable TV Available","Cathedral Ceiling","1st Floor Bedroom, 1st Floor Master Bedroom, Laundry-1st Floor, Living Room, Master Bedroom Bath","Shed","None","","NEW","Arcade","$0","06/09/2015","06/10/2015","","06/01/2015","4","Blacktop, Concrete","","Linoleum/Vinyl, Wall To Wall Carpet-Some","Attached, Carport","Electric","","05/28/2015","Exclusive Right To Sell","100","60","Other - See Remarks"
"501","B469916","S","$10,500","$10,500","$10,500","291 Southview DR","14009","","2","2.0","924","RES","$0","None","Cable TV Available","Ceiling Fan","1st Floor Bedroom, 1st Floor Master Bedroom, Laundry-1st Floor","Shed","None","","NEW","Arcade","","03/30/2015","03/31/2015","","03/17/2015","3","Concrete","","Linoleum/Vinyl, Wall To Wall Carpet-Some","Attached, Carport","Electric","","03/14/2015","Exclusive Right To Sell","100","60","Other - See Remarks"
"501","B472386","S","$170,000","$169,900","$170,000","107 E Main ST","14009","14009","4","2.0","2,126","RES","$96,000","Full","Awning, Deck, Electric Pet Fence, Garage Door Opener, High Speed Internet, Partially Fenced Yard, Pool-In Ground, Thermal Windows - Some","Cathedral Ceiling, Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Freestanding/Window AC, Natural Woodwork - some, Sliding Glass Door, Sump Pump","Great Room, Laundry-1st Floor, Living Room, Porch - Open, Possible Additional Bedroom, Workshop","Barn / Outbuilding","None","","NEW","Arcade","$1,381","07/17/2015","07/21/2015","","04/26/2015","7","Blacktop, Concrete, Double Wide, Parking Area","","Ceramic-Some, Hardwood-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some","2nd Garage, Detached","Electric, Propane, Wood","","04/19/2015","Exclusive Right To Sell","669","69","Neighborhood Street, Primary Road, Water View"
"501","B484082","S","$129,864","$137,000","$129,864","71 Park ST","14009","14009","5","2.0","1,821","RES","$85,000","Full","Cable TV Available, Garage Door Opener, Patio","Circuit Breakers - Some, Natural Woodwork - some","1st Floor Bedroom, Family Room, Foyer/Entry Hall, Laundry-1st Floor, Living Room, Other - See Remarks, Porch - Open","","Crawl Space","","NEW","Arcade","$1,201","10/30/2015","11/09/2015","","09/01/2015","1","Blacktop","","Ceramic-Some, Hardwood-Some, Laminate-Some, Wall To Wall Carpet-Some","Detached","Gas","","08/31/2015","Exclusive Right To Sell","185","50","Neighborhood Street"
"501","B475868","S","$87,000","$89,900","$87,000","3 Sherman DR","14009","14009","2","1.0","1,248","RES","$94,000","Full","Cable TV Available, Deck, Garage Door Opener, High Speed Internet, Storage, Thermal Windows - Some","Ceiling Fan, Central Vacuum System, Circuit Breakers - Some, Drapes - Some","1st Floor Master Bedroom, Family Room, Laundry-1st Floor, Porch - Open","Shed","Crawl Space","","NEW","Arcade","$1,014","07/13/2015","07/13/2015","","05/29/2015","2","Blacktop, Turnaround","","Hardwood-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some","Attached","Electric","","05/27/2015","Exclusive Right To Sell","130","120","Cul De Sac, Neighborhood Street"
"501","B469124","S","$84,900","$87,500","$84,900","86 Park ST","14009","14009","3","1.0","1,161","RES","$75,000","Full","Deck, Fully Fenced Yard","Circuit Breakers - Some","1st Floor Bedroom, Laundry-Basement, Porch - Open, Workshop","","None","","NEW","Arcade","$1,079","06/15/2015","06/15/2015","","03/15/2015","14","Dirt","","Hardwood-Some","","Gas","","03/01/2015","Exclusive Right To Sell","140","39","Neighborhood Street"
"501","B481740","S","$42,000","$41,900","$42,000","236 Park ST","14009","","3","1.1","1,756","RES","$115,000","Full","Partially Fenced Yard","Other - See Remarks","Florida/Sun Room- Heated","","None","","NEW","Arcade","$1,856","10/09/2015","10/09/2015","","08/18/2015","17","Blacktop","","Linoleum/Vinyl, Wood-Some","Attached","Gas","","08/01/2015","Exclusive Right To Sell","175","177","Neighborhood Street"
"501","B484986","S","$189,900","$189,900","$189,900","8940 Simmons RD","14171","12997","3","2.1","1,890","RES","$132,500","Exterior Walkout, Full","Deck","Cathedral Ceiling, Central Vacuum System, Circuit Breakers - Some, Natural Woodwork - some, Security System - Owned, Whirlpool Tub","1st Floor Bedroom, Den/Study, Living Room, Loft, Porch - Enclosed, Possible Additional Bedroom, Workshop","Barn / Outbuilding, Shed","Crawl Space","","NEW","Ashford","$0","12/17/2015","01/19/2016","","10/07/2015","23","Circular, Stone/Gravel, Turnaround","","Hardwood-Some, Wall To Wall Carpet-Some","2nd Garage, Attached","Oil","","09/14/2015","Exclusive Right To Sell","1,385","700","Agricultural District, Horses Permitted, Rural Road, Wooded Lot"
"501","B476266","S","$136,740","$149,900","$136,740","11318 Beech Tree RD","14141","14086","5","3.1","3,136","RES","$87,600","Full","Deck, Garage Door Opener, Thermal Windows - Some","Circuit Breakers - Some","Den/Study, Foyer/Entry Hall, Laundry-1st Floor, Living Room, Office","","Crawl Space","","NEW","Ashford","$0","07/31/2015","08/25/2015","","05/29/2015","0","Dirt","","Ceramic-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some","Detached","Propane","","05/29/2015","Exclusive Right To Sell","400","200","Agricultural District, Rural Road"
"501","B480890","S","$130,150","$139,900","$130,150","10329 Nys Route 240","14171","14171","4","1.1","1,196","RES","$88,400","Full, Partially Finished","Deck, Garage Door Opener, Hot Tub","Ceiling Fan, Circuit Breakers - Some","1st Floor Master Bedroom, Laundry-1st Floor, Living Room, Porch - Open","","Crawl Space","","NEW","Ashford","$0","10/08/2015","10/08/2015","","07/30/2015","9","Stone/Gravel","","Hardwood-Some, Laminate-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some","Attached","Propane","","07/21/2015","Exclusive Right To Sell","600","320","Primary Road, Wooded Lot"
"501","B479625","S","$105,000","$105,400","$105,000","5388 Hillview DR","14171","33573","3","2.0","1,148","RES","$66,100","Full, Partially Finished","Deck","Ceiling Fan, Circuit Breakers - Some, Natural Woodwork - some, Other - See Remarks, Sump Pump","1st Floor Bedroom, 1st Floor Master Bedroom, Basement / Rec Room, Foyer/Entry Hall, Laundry-Basement, Living Room, Other - See Remarks","Shed","Crawl Space","","NEW","Ashford","$0","09/22/2015","09/26/2015","","07/08/2015","1","Concrete","","Laminate-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some","Attached","Gas","","07/07/2015","Exclusive Right To Sell","171","97","Agricultural District"
"501","B475613","S","$76,500","$77,500","$76,500","9192 Route 219","14171","14171","2","1.0","704","RES","$45,800","Exterior Walkout, Partial","Deck, Garage Door Opener, Partially Fenced Yard, Propane Tank - Owned","Cathedral Ceiling, Circuit Breakers - Some","Bonus Room, Den/Study, Family Room","","Unfinished","","NEW","Ashford","$119","08/21/2015","08/24/2015","","06/16/2015","27","Blacktop","","Linoleum/Vinyl, Wall To Wall Carpet-Some","Detached","Propane","","05/20/2015","Exclusive Right To Sell","195","135","Other - See Remarks"
"501","B473264","S","$72,080","$74,900","$72,080","9397 Route 240","14171","","4","2.0","2,448","RES","$52,600","Full","Thermal Windows - Some","Circuit Breakers - Some, Leaded Glass - some, Natural Woodwork - some, Pex Plumbing- Some","1st Floor Bedroom, Family Room, Laundry-1st Floor, Living Room, Porch - Open","Barn / Outbuilding","Crawl Space","","NEW","Ashford","$0","08/18/2015","08/19/2015","","04/28/2015","0","Blacktop","","Linoleum/Vinyl, Wall To Wall Carpet-Some, Wood-Some","No Garage","Gas","","04/28/2015","Exclusive Right To Sell","305","53","Neighborhood Street, Primary Road"
"501","B476169","S","$62,000","$65,000","$62,000","8863 Route 219","14171","","3","1.0","915","RES","$55,900","None","","Other - See Remarks","Living Room","Shed","Crawl Space","","NEW","Ashford","$0","08/20/2015","08/20/2015","","06/09/2015","11","Dirt","","Linoleum/Vinyl, Wood-Some","No Garage","Electric","","05/29/2015","Exclusive Right To Sell","1,313","689","Neighborhood Street"
"501","B485931","S","$45,000","$49,900","$45,000","6154 Emerson DR","14171","","3","2.0","1,344","RES","$64,900","Full","Other - See Remarks","Other - See Remarks","Other - See Remarks","","Crawl Space","","NEW","Ashford","$0","11/30/2015","01/12/2016","","09/21/2015","0","Dirt","","Linoleum/Vinyl","","Propane","","09/21/2015","Exclusive Right To Sell","1","1","Agricultural District"
"501","B461845","S","$19,900","$19,900","$19,900","5206 Gooseneck RD","14171","","1","2.0","1,850","RES","$42,400","None","","Other - See Remarks","Other - See Remarks","Shed","None","","NEW","Ashford","$0","03/27/2015","03/31/2015","","10/02/2014","7","Stone/Gravel","","Other - See Remarks","Attached","Oil","","09/25/2014","Exclusive Right To Sell","1,024","332","Agricultural District, Horses Permitted, Recreational, Rural Road, Wooded Lot"
"501","B471900","S","$218,000","$234,900","$218,000","160 Main ST","14011","14011","4","2.0","2,982","RES","$160,000","Full","Cable TV Available, Garage Door Opener, High Speed Internet, Hot Tub, Other - See Remarks, Patio, Pool-Above Ground, Storage","Ceiling Fan, Circuit Breakers - Some, Drapes - Some, Natural Woodwork - some, Skylight","Bonus Room, Den/Study, Foyer/Entry Hall, Laundry-2nd Floor, Living Room, Morning Room, Other - See Remarks, Porch - Enclosed, Porch - Open, Workshop","Shed","Full","","NEW","Attica","$1,968","07/09/2015","07/13/2015","","05/04/2015","24","Blacktop","","Hardwood-Some, Laminate-Some, Linoleum/Vinyl, Other - See Remarks, Wall To Wall Carpet-Some, Wood-Some","Detached","Gas","","04/10/2015","Exclusive Right To Sell","345","79","Primary Road"
"501","B481092","S","$137,500","$139,900","$137,500","59 N Pearl ST","14011","14011","4","1.1","2,240","RES","$118,500","Exterior Walkout, Full","Awning, Cable TV Available, Deck, Garage Door Opener, Other - See Remarks","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Drapes - Some, Natural Woodwork - some, Pex Plumbing- Some, Sump Pump","Bonus Room, Den/Study, Family Room, Foyer/Entry Hall, Laundry-1st Floor, Laundry-Basement, Living Room, Porch - Open, Possible Additional Bedroom, Workshop","Shed","Full, Stair Access","","NEW","Attica","$1,457","09/21/2015","11/05/2015","","07/28/2015","5","Blacktop, Parking Area","","Ceramic-Some, Hardwood-Some, Wall To Wall Carpet-Some","Attached","Gas","","07/23/2015","Exclusive Right To Sell","198","55","Neighborhood Street"
"501","B473596","S","$137,000","$139,900","$137,000","28 Elm ST","14011","14011","3","1.1","1,722","RES","$96,800","Full","Cable TV Available, Garage Door Opener, High Speed Internet, Patio","Ceiling Fan, Circuit Breakers - Some, Natural Woodwork - some, Sliding Glass Door","1st Floor Bedroom, Bonus Room, Family Room, Living Room, Porch - Open","","Crawl Space","","NEW","Attica","$1,191","07/13/2015","07/13/2015","","05/27/2015","26","Blacktop","","Hardwood-Some, Laminate-Some, Wall To Wall Carpet-Some, Wood-Some","Attached","Gas","","05/01/2015","Exclusive Right To Sell","165","85","Neighborhood Street"
"501","B478685","S","$136,000","$139,900","$136,000","123 W Main ST","14011","","3","2.1","1,340","RES","$110,000","Exterior Walkout, Full, Partially Finished","Cable TV Available, Deck, High Speed Internet, Storage","Circuit Breakers - Some, Copper Plumbing - Some, Natural Woodwork - some, Sliding Glass Door","1st Floor Bedroom, 1st Floor Master Bedroom, Basement / Rec Room, Living Room, Master Bedroom Bath, Porch - Open","Shed","None","","NEW","Attica","$1,353","09/04/2015","09/09/2015","","07/14/2015","20","Blacktop, Circular","","Hardwood-Some, Wall To Wall Carpet-Some, Wood-Some","No Garage","Gas","","06/24/2015","Exclusive Right To Sell","0","294","Primary Road, Wooded Lot"
"501","B476547","S","$118,000","$122,500","$118,000","103 Prospect ST","14011","14011","3","2.0","1,564","RES","$115,500","Full","Cable TV Available, Deck, Electric Pet Fence, Garage Door Opener, High Speed Internet, Storage","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Drapes - Some, Natural Woodwork - some, Sump Pump","1st Floor Bedroom, Foyer/Entry Hall, Laundry-Basement, Living Room, Porch - Enclosed, Porch - Open, Roughed In Bath, Workshop","Barn / Outbuilding, Shed","Crawl Space, Pull Down Stairs","","NEW","Attica","$1,420","09/04/2015","09/09/2015","","06/25/2015","24","Blacktop","","Hardwood-Some, Laminate-Some, Tile-Some, Wall To Wall Carpet-Some, Wood-Some","Attached","Gas","","06/01/2015","Exclusive Right To Sell","262","127","Flood Zone, Neighborhood Street"
"501","B466352","S","$114,000","$114,900","$114,000","29 Laurel DR","14011","14011","3","2.0","1,080","RES","$94,500","Full, Partially Finished","Cable TV Available, Deck, Garage Door Opener, Partially Fenced Yard, Thermal Windows - Some","Ceiling Fan, Copper Plumbing - Some, Sliding Glass Door, Sump Pump","1st Floor Master Bedroom, Foyer/Entry Hall, Laundry-Basement, Porch - Open","","Partial","","NEW","Attica","$1,162","03/20/2015","03/23/2015","","01/12/2015","10","Blacktop","","Hardwood-Some, Laminate-Some, Tile-Some, Wall To Wall Carpet-Some","Detached","Gas","","01/02/2015","Exclusive Right To Sell","126","100","Neighborhood Street"
"501","B469554","S","$109,000","$112,000","$109,000","51 N Pearl ST","14011","14011","4","1.0","1,566","RES","$87,600","Full","Cable TV Available, Deck, Fully Fenced Yard, Garage Door Opener, High Speed Internet","Ceiling Fan, Circuit Breakers - Some, Natural Woodwork - some","Foyer/Entry Hall, Laundry-Basement, Porch - Open","","Finished","","NEW","Attica","$1,077","07/02/2015","07/07/2015","","03/29/2015","20","Blacktop","","Hardwood-Some, Laminate-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some","Detached","Gas","","03/09/2015","Exclusive Right To Sell","70","132","Neighborhood Street"
