"#","ML #","St","Current Price","List Price","Sale Price","Address","Zip Code","Owner Zip Code","Beds Total","Baths Total","Sq Ft Total","Type","Assessed Value","Basement Description","Additional Exterior Features","Additional Interior Features","Additional Rooms","Additional Structures","Attic Description","Change Date","Chng Info","City","City Village Tax","Close Date","Closed Date Received","Chng Type","Contract Date","DOM","Driveway Description","Expiration Date","Floor Description","Garage Description","Heating Fuel Description","Furnished YN","List Date","Listing Type","Lot Dimensions Depth","Lot Dimensions Frontage","Lot Information"
"2501","B475606","S","$79,500","$82,000","$79,500","4195 Route 98","14113","14113","3","1.1","1,394","RES","$57,300","Full","High Speed Internet, Private Yard - see Remarks","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Natural Woodwork - some, Sump Pump","Laundry-Basement, Porch - Open","Barn / Outbuilding","Crawl Space","","NEW","Java","$0","08/20/2015","08/27/2015","","05/29/2015","6","Dirt","","Hardwood-Some, Wall To Wall Carpet-Some","","Gas","","05/23/2015","Exclusive Right To Sell","164","163","Primary Road"
"2501","B473306","S","$137,000","$139,900","$137,000","2148 Peter Smith RD","14477","14477","3","1.1","1,584","RES","$109,200","Full","Cable TV Available, Deck, Electric Pet Fence, High Speed Internet, Pool-Above Ground, Propane Tank - Leased, Storage, Thermal Windows - Some","Ceiling Fan, Circuit Breakers - Some, Drapes - Some, Indoor Pool, Sliding Glass Door, Sump Pump","Laundry-1st Floor, Living Room","Barn / Outbuilding, Shed","Crawl Space","","NEW","Kendall","$0","07/20/2015","07/28/2015","","05/11/2015","13","Blacktop","","Hardwood-Some, Tile-Some, Wall To Wall Carpet-Some","Attached","Oil","","04/28/2015","Exclusive Right To Sell","187","225","Agricultural District, Rural Road"
"2501","B478068","S","$90,000","$99,900","$90,000","15687 Thompson DR","14477","14477","1","1.0","1,191","RES","$132,600","None","Deck","Circuit Breakers - Some, Sliding Glass Door","1st Floor Bedroom, Laundry-1st Floor, Living Room, Porch - Enclosed","","None","","NEW","Kendall","$0","08/11/2015","08/17/2015","","06/24/2015","7","Stone/Gravel","","Linoleum/Vinyl, Wall To Wall Carpet-Some","Attached","Propane","","06/17/2015","Exclusive Right To Sell","118","65","Cul De Sac, Neighborhood Street, Other - See Remarks, Recreational, Water View"
"2501","B466176","S","$290,000","$299,900","$290,000","119 Crosby","14217","","3","2.1","2,530","RES","$64,500","Full","Cable TV Available, Garage Door Opener, Partially Fenced Yard, Patio","Circuit Breakers - Some, Copper Plumbing - Some, Natural Woodwork - some","Family Room","","Crawl Space","","NEW","Tonawanda-Town","$1,655","03/11/2015","03/11/2015","","01/05/2015","10","Concrete","","Ceramic-Some, Hardwood-Some","Detached","Gas","","12/26/2014","Exclusive Right To Sell","112","40","Near Bus Line"
"2501","B469952","S","$212,000","$219,900","$212,000","171 Crosby AVE","14217","14217","4","1.1","2,004","RES","$56,300","Full","Deck, Fully Fenced Yard, Garage Door Opener","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some","Den/Study, Foyer/Entry Hall, Laundry-Basement, Living Room, Porch - Open","","Pull Down Stairs","","NEW","Tonawanda-Town","$1,586","05/26/2015","05/27/2015","","04/02/2015","17","Concrete","","Hardwood-Some, Wall To Wall Carpet-Some","Detached","Gas","","03/16/2015","Exclusive Right To Sell","112","40","Neighborhood Street"
"2501","B472185","S","$205,000","$219,900","$205,000","330 Argonne DR","14217","14217","3","1.1","1,800","RES","$51,600","Partially Finished","Fully Fenced Yard, Garage Door Opener, Thermal Windows - Some","Attic Fan, Circuit Breakers - Some, Copper Plumbing - Some","Basement / Rec Room, Bonus Room, Family Room, Laundry-Basement, Porch - Open","","Full","","NEW","Tonawanda-Town","$1,453","07/13/2015","07/23/2015","","05/10/2015","24","Blacktop","","Ceramic-Some, Hardwood-Some, Linoleum/Vinyl, Tile-Some","Detached","Gas","","04/16/2015","Exclusive Right To Sell","121","35","Near Bus Line, Neighborhood Street"
"2501","B469694","S","$192,000","$179,000","$192,000","414 Argonne DR","14217","14217","4","2.0","1,814","RES","$128,000","Full","Cable TV Available, Garage Door Opener, Partially Fenced Yard, Patio","Circuit Breakers - Some, Copper Plumbing - Some, Sump Pump","Family Room, Laundry-Basement, Living Room, Porch - Open","","Pull Down Stairs","","NEW","Tonawanda-Town","$1,660","05/14/2015","05/18/2015","","03/16/2015","5","Concrete","","Ceramic-Some, Hardwood-Some, Laminate-Some","Detached","Gas","","03/11/2015","Exclusive Right To Sell","141","40","Neighborhood Street"
"2501","B486542","S","$188,500","$188,500","$188,500","80 W Girard BLVD","14217","14217","3","2.1","1,771","RES","$54,400","Full, Partially Finished","Cable TV Available, Fully Fenced Yard","Cathedral Ceiling, Ceiling Fan, Circuit Breakers - Some, Skylight, Sump Pump","Family Room, Laundry-Basement, Porch - Open","Shed","Pull Down Stairs","","NEW","Tonawanda-Town","$1,553","12/18/2015","01/07/2016","","10/06/2015","1","Blacktop","","Ceramic-Some, Hardwood-Some, Wall To Wall Carpet-Some","Detached","Gas","","10/05/2015","Exclusive Right To Sell","138","60","Near Bus Line, Neighborhood Street"
"2501","B482163","S","$184,500","$189,900","$184,500","349 Argonne","14217","14217","3","1.1","2,112","RES","$56,500","Full","Cable TV Available, Garage Door Opener","Circuit Breakers - Some, Copper Plumbing - Some, Sump Pump","Family Room, Laundry-Basement, Living Room","","Scuttle Access","","NEW","Tonawanda-Town","$1,612","10/22/2015","10/29/2015","","08/23/2015","17","Concrete","","Hardwood-Some","Detached","Gas","","08/06/2015","Exclusive Right To Sell","120","42","Neighborhood Street"
"2501","B478076","S","$183,500","$179,900","$183,500","401 McKinley AVE","14217","14032","3","1.1","1,504","RES","$53,900","Finished, Full","Awning, Cable TV Available, Deck, Garage Door Opener, Hot Tub, Partially Fenced Yard","Attic Fan, Circuit Breakers - Some, Sump Pump, Water Softener - Owned","Basement / Rec Room, Family Room, Foyer/Entry Hall, Laundry-Basement, Living Room, Porch - Open","Shed","Stair Access","","NEW","Tonawanda-Town","$1,538","09/02/2015","09/03/2015","","06/20/2015","2","Concrete","","Ceramic-Some, Hardwood-Some, Wall To Wall Carpet-Some","Detached","Gas","","06/18/2015","Exclusive Right To Sell","146","48","Near Bus Line, Neighborhood Street"
"2501","B464813","S","$177,000","$179,900","$177,000","49 McKinley AVE","14217","14217","4","2.1","1,870","RES","$55,100","Full","Deck, Fully Fenced Yard, Garage Door Opener","Circuit Breakers - Some, Copper Plumbing - Some, Natural Woodwork - some, Sump Pump","Living Room, Master Bedroom Bath, Porch - Open","","Full","","NEW","Tonawanda-Town","$1,552","01/21/2015","01/23/2015","","11/18/2014","1","Concrete","","Hardwood-Some, Laminate-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some","Detached","Gas","","11/17/2014","Exclusive Right To Sell","166","35","Neighborhood Street"
"2501","B464948","S","$175,000","$169,900","$175,000","105 Nassau AVE","14217","14217","3","2.0","2,052","RES","$51,500","Full","Cable TV Available","Cathedral Ceiling, Circuit Breakers - Some, Copper Plumbing - Some, Sump Pump","1st Floor Bedroom, Foyer/Entry Hall, Laundry-1st Floor, Living Room, Master Bedroom Bath, Porch - Open","","None","","NEW","Tonawanda-Town","$1,451","02/18/2015","03/04/2015","","12/07/2014","18","Blacktop","","Ceramic-Some, Laminate-Some","Detached","Gas","","11/19/2014","Exclusive Right To Sell","123","32","Near Bus Line, Neighborhood Street"
"2501","B485154","S","$175,000","$159,900","$175,000","73 McKinley AVE","14217","14217","3","1.1","1,688","RES","$50,800","Full","Deck, Fully Fenced Yard, Garage Door Opener, High Speed Internet","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Natural Woodwork - some","Basement / Rec Room, Den/Study, Foyer/Entry Hall, Laundry-Basement, Living Room","","Crawl Space","","NEW","Tonawanda-Town","$1,450","11/09/2015","11/17/2015","","09/19/2015","3","Concrete","","Ceramic-Some, Hardwood-Some, Laminate-Some","Detached","Gas","","09/16/2015","Exclusive Right To Sell","96","37","Near Bus Line, Neighborhood Street"
"2501","B466460","S","$170,000","$164,900","$170,000","76 Argonne DR","14217","14217","3","3.0","1,672","RES","$53,800","Full","Cable TV Available, Deck, Fully Fenced Yard, Garage Door Opener","Cathedral Ceiling, Ceiling Fan, Circuit Breakers - Some, Natural Woodwork - some, Skylight","Family Room, Laundry-Basement, Living Room, Porch - Enclosed, Porch - Screened, Possible Additional Bedroom","","Finished, Full, Stair Access","","NEW","Tonawanda-Town","$1,515","04/04/2015","04/08/2015","","01/16/2015","11","Concrete","","Ceramic-Some, Hardwood-Some, Tile-Some","Detached","Gas","","01/05/2015","Exclusive Right To Sell","119","35","Near Bus Line, Neighborhood Street"
"2501","B469831","S","$164,000","$170,000","$164,000","25 Enola AVE","14217","14217","4","1.1","1,800","RES","$47,900","Full","Fully Fenced Yard, Patio","Circuit Breakers - Some, Copper Plumbing - Some, Security System - Owned, Sump Pump","Foyer/Entry Hall, Laundry-Basement, Living Room","","Finished, Full","","NEW","Tonawanda-Town","$1,350","03/16/2015","05/26/2015","","03/16/2015","4","Blacktop","","Ceramic-Some, Hardwood-Some, Laminate-Some","Detached","Gas","","03/12/2015","Exclusive Right To Sell","110","37","Near Bus Line, Neighborhood Street"
"2501","B466802","S","$157,200","$155,000","$157,200","161 Argonne DR","14217","14217","3","1.1","1,344","RES","$45,900","Full","Cable TV Available, High Speed Internet, Partially Fenced Yard, Patio, Pool-Above Ground","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Drapes - Some, Natural Woodwork - some, Security System - Owned, Sump Pump","Florida/Sun Room- Heated, Laundry-Basement, Living Room, Porch - Enclosed","","None","","NEW","Tonawanda-Town","$1,203","03/27/2015","03/30/2015","","01/18/2015","7","Concrete","","Ceramic-Some, Hardwood-Some","Detached","Gas","","01/11/2015","Exclusive Right To Sell","120","40","Neighborhood Street"
"2501","B477719","S","$157,000","$149,900","$157,000","19 Tremont AVE","14217","14217","3","2.1","1,318","RES","$46,500","Partially Finished","Cable TV Available, Garage Door Opener, High Speed Internet, Partially Fenced Yard","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Natural Woodwork - some, Sump Pump","Basement / Rec Room, Porch - Open","","Full, Stair Access","","NEW","Tonawanda-Town","$1,544","08/28/2015","09/03/2015","","06/23/2015","8","Concrete","","Ceramic-Some, Hardwood-Some, Tile-Some, Wall To Wall Carpet-Some","Detached","Gas","","06/15/2015","Exclusive Right To Sell","107","40","Neighborhood Street"
"2501","B467240","S","$155,000","$149,900","$155,000","59 Argonne DR","14217","14217","3","1.2","1,403","RES","$44,800","Finished, Full","Cable TV Available, Deck, Fully Fenced Yard, Hot Tub, Other - See Remarks","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Natural Woodwork - some, Sump Pump","Basement / Rec Room, Bonus Room, Laundry-Basement, Living Room","","Finished","","NEW","Tonawanda-Town","$1,864","04/10/2015","04/17/2015","","01/21/2015","1","Concrete","","Hardwood-Some, Laminate-Some, Tile-Some, Wall To Wall Carpet-Some","Detached","Gas","","01/20/2015","Exclusive Right To Sell","120","35","Near Bus Line, Neighborhood Street"
"2501","B474437","S","$150,000","$145,500","$150,000","47 Westgate RD","14217","14217","3","1.1","1,473","RES","$46,200","Full, Partially Finished","Balcony, Cable TV Available, Fully Fenced Yard, Garage Door Opener","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Leaded Glass - some, Natural Woodwork - some","Basement / Rec Room","","Full","","NEW","Tonawanda-Town","$1,301","07/31/2015","09/04/2015","","05/19/2015","9","Concrete","","Ceramic-Some, Hardwood-Some, Tile-Some","Detached","Gas","","05/10/2015","Exclusive Right To Sell","118","37","Near Bus Line, Neighborhood Street"
"2501","B475552","S","$150,000","$145,000","$150,000","281 Hamilton BLVD","14217","14217","3","2.0","1,578","RES","$47,300","Full, Partially Finished","Awning, Patio, Permits Available","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Drapes - Some, Sump Pump, Whirlpool Tub","Foyer/Entry Hall, Laundry-Basement, Living Room","","Pull Down Stairs","","NEW","Tonawanda-Town","$1,350","08/03/2015","08/13/2015","","05/26/2015","4","Concrete","","Ceramic-Some, Hardwood-Some","Attached","Gas","","05/22/2015","Exclusive Right To Sell","130","34","Neighborhood Street"
"2501","B464568","S","$145,000","$139,900","$145,000","173 McKinley AVE","14217","14217","3","1.0","1,584","RES","$49,500","Full","Cable TV Available, Deck, Fully Fenced Yard, Garage Door Opener, Patio","Ceiling Fan, Circuit Breakers - Some, Natural Woodwork - some, Sump Pump","Den/Study, Foyer/Entry Hall, Laundry-Basement, Living Room, Porch - Enclosed, Porch - Open","","Full","","NEW","Tonawanda-Town","$1,395","01/16/2015","01/22/2015","","11/26/2014","15","Concrete","","Hardwood-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some","Detached","Gas","","11/11/2014","Exclusive Right To Sell","166","35","Near Bus Line, Neighborhood Street"
"2501","B474858","S","$145,000","$139,900","$145,000","209 Warren AVE","14217","14217","3","2.1","1,526","RES","$47,100","Full","Cable TV Available, Fully Fenced Yard, Patio","Circuit Breakers - Some, Sump Pump","Foyer/Entry Hall, Laundry-Basement, Living Room","","Finished, Stair Access","","NEW","Tonawanda-Town","$1,327","08/07/2015","10/05/2015","","06/08/2015","24","Concrete","","Ceramic-Some, Hardwood-Some, Wall To Wall Carpet-Some","Detached","Gas","","05/15/2015","Exclusive Right To Sell","104","35","Neighborhood Street"
"2501","B469511","S","$144,160","$149,900","$144,160","346 Nassau AVE","14217","14032","3","1.0","1,220","RES","$45,900","Full","Cable TV Available, Fully Fenced Yard","Circuit Breakers - Some, Natural Woodwork - some","1st Floor Bedroom, Foyer/Entry Hall, Laundry-Basement, Living Room","","Crawl Space, Partial","","NEW","Tonawanda-Town","$300","05/22/2015","06/09/2015","","04/02/2015","26","Concrete","","Ceramic-Some, Hardwood-Some, Laminate-Some","Detached","Gas","","03/07/2015","Exclusive Right To Sell","123","40","Near Bus Line, Neighborhood Street"
"2501","B474377","S","$144,000","$138,900","$144,000","108 Somerton AVE","14217","14217","4","2.0","1,649","RES","$46,900","Full","Fully Fenced Yard","Circuit Breakers - Some, Sump Pump","Foyer/Entry Hall, Living Room, Master Bedroom Bath","","Crawl Space","","NEW","Tonawanda-Town","$1,321","08/07/2015","08/20/2015","","05/14/2015","3","Blacktop","","Ceramic-Some, Hardwood-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some","Detached","Gas","","05/11/2015","Exclusive Right To Sell","130","35","Neighborhood Street"
"2501","B476621","S","$141,000","$134,900","$141,000","338 E Hazeltine AVE","14217","14217","3","1.1","1,584","RES","$46,500","Full","Cable TV Available, Fully Fenced Yard, Patio","Circuit Breakers - Some, Copper Plumbing - Some, Sliding Glass Door","1st Floor Master Bedroom, Family Room, Laundry-Basement, Living Room","","Crawl Space","","NEW","Tonawanda-Town","$1,326","08/20/2015","09/08/2015","","06/06/2015","2","Concrete","","Ceramic-Some, Hardwood-Some, Wall To Wall Carpet-Some","Attached","Gas","","06/04/2015","Exclusive Right To Sell","104","35","Near Bus Line, Neighborhood Street"
"2501","B467444","S","$140,000","$145,000","$140,000","35 June RD","14217","14217","4","2.0","1,456","RES","$48,500","Full","Awning, Cable TV Available, Garage Door Opener, Partially Fenced Yard, Patio","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some","1st Floor Bedroom, Basement / Rec Room, Laundry-Basement, Living Room","","Crawl Space","","NEW","Tonawanda-Town","$0","04/13/2015","04/20/2015","","02/04/2015","13","Concrete","","Hardwood-Some, Laminate-Some, Wall To Wall Carpet-Some","Detached","Gas","","01/22/2015","Exclusive Right To Sell","111","47","Neighborhood Street"
"2501","B481446","S","$140,000","$139,900","$140,000","120 McKinley AVE","14217","14217","3","1.1","1,770","RES","$55,100","Full","Fully Fenced Yard, Garage Door Opener","Circuit Breakers - Some","Den/Study, Living Room, Porch - Enclosed, Porch - Open","Shed","Full","","NEW","Tonawanda-Town","$1,573","10/16/2015","10/27/2015","","08/14/2015","17","Concrete, Other - See Remarks","","Ceramic-Some, Hardwood-Some, Linoleum/Vinyl","Detached","Gas","","07/28/2015","Exclusive Right To Sell","166","40","Near Bus Line, Neighborhood Street"
"2501","B485260","S","$140,000","$139,900","$140,000","289 Hamilton BLVD","14217","14217","3","1.1","1,529","RES","$41,700","Full","Balcony","Sump Pump","Morning Room, Porch - Open","","Full","","NEW","Tonawanda-Town","$1,190","11/20/2015","12/04/2015","","09/20/2015","2","Blacktop","","Wall To Wall Carpet-Some, Wood-Some","Detached","Gas","","09/18/2015","Exclusive Right To Sell","130","34","Other - See Remarks"
"2501","B470974","S","$139,000","$134,900","$139,000","94 Wardman RD","14217","14217","3","1.1","1,144","RES","$41,700","Full","High Speed Internet, Partially Fenced Yard, Patio, Thermal Windows - Some","Circuit Breakers - Some, Copper Plumbing - Some, Drapes - Some, Natural Woodwork - some, Sump Pump","Laundry-Basement, Living Room, Porch - Open","","Full, Stair Access","","NEW","Tonawanda-Town","$1,174","07/13/2015","07/23/2015","","04/10/2015","10","Concrete","","Hardwood-Some, Linoleum/Vinyl, Marble-Some","Detached","Gas","","03/31/2015","Exclusive Right To Sell","122","32","Neighborhood Street"
"2501","B476501","S","$137,000","$139,000","$137,000","181 Wardman RD","14217","14217","3","1.0","1,280","RES","$45,200","Full","Deck, Fully Fenced Yard","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Drapes - Some, Sump Pump","Laundry-Basement","","Full","","NEW","Tonawanda-Town","$1,290","09/08/2015","09/10/2015","","06/08/2015","5","Concrete, Parking Area","","Hardwood-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some, Wood-Some","Detached","Gas","","06/03/2015","Exclusive Right To Sell","105","35","Neighborhood Street"
